UserMonthYear,Target
ID_012V517F_2_4,0.30362679354864897
ID_012V517F_3_4,0.018610331010508352
ID_01427K5K_1_4,0.006331124769127006
ID_01427K5K_2_4,0.005815223704131345
ID_01427K5K_3_4,0.005346477877527844
ID_0153Y33W_1_4,0.44101820063687147
ID_0153Y33W_2_4,0.021749049881079507
ID_0153Y33W_3_4,0.011080167148792786
ID_016EAJ5A_1_4,0.006748695514266045
ID_016EAJ5A_2_4,0.006995261388701657
ID_016EAJ5A_3_4,0.0060564731295525975
ID_017QHCGZ_1_4,0.004240317814100725
ID_017QHCGZ_2_4,0.004373324624574515
ID_017QHCGZ_3_4,0.004225250101391298
ID_01FA6FWR_1_4,0.004942108122208189
ID_01FA6FWR_2_4,0.005572650384607858
ID_01FA6FWR_3_4,0.005502704874643216
ID_01GHSAUN_1_4,0.008033065394793315
ID_01GHSAUN_2_4,0.009502296188658055
ID_01GHSAUN_3_4,0.007041372878781815
ID_01I2RGXW_1_4,0.007399399651196514
ID_01I2RGXW_2_4,0.008347540677769327
ID_01I2RGXW_3_4,0.0072742746457373775
ID_01JI0C30_1_4,0.006893826040299533
ID_01JI0C30_2_4,0.0066581464011647995
ID_01JI0C30_3_4,0.0058473122071910355
ID_01JLNMYB_2_4,0.6078267512049764
ID_01JLNMYB_3_4,0.03151724428931246
ID_01O9LT7X_1_4,0.00848279747928804
ID_01O9LT7X_2_4,0.009074923868609641
ID_01O9LT7X_3_4,0.008060579875704743
ID_01P6IAO2_1_4,0.007089339328926192
ID_01P6IAO2_2_4,0.006714699640281374
ID_01P6IAO2_3_4,0.006085739959127867
ID_01PFCKSU_1_4,0.024639381711715758
ID_01PFCKSU_2_4,0.025687732579186773
ID_01PFCKSU_3_4,0.025352598313264973
ID_01QGLHNI_2_4,0.31487533658977696
ID_01QGLHNI_3_4,0.018730880430276153
ID_01RAPE5V_1_4,0.013692681129739537
ID_01RAPE5V_2_4,0.015044057210406248
ID_01RAPE5V_3_4,0.01312629752339145
ID_01RF0DO2_1_4,0.004990117786066617
ID_01RF0DO2_2_4,0.005101582684959971
ID_01RF0DO2_3_4,0.004767174319630252
ID_01RVRJ63_1_4,0.041392631099939736
ID_01RVRJ63_2_4,0.02741335950405599
ID_01RVRJ63_3_4,0.02048846510102531
ID_01SWZ6F1_1_4,0.015013452733773414
ID_01SWZ6F1_2_4,0.013862685553739151
ID_01SWZ6F1_3_4,0.012738912971409388
ID_01TFYISA_1_4,0.05571905530344112
ID_01TFYISA_2_4,0.06142042676628445
ID_01TFYISA_3_4,0.05077144834748448
ID_01XM5NFS_1_4,0.014846001311521806
ID_01XM5NFS_2_4,0.01583011002606982
ID_01XM5NFS_3_4,0.013317905589242729
ID_01Y3A6QA_1_4,0.23723134749049746
ID_01Y3A6QA_2_4,0.2734067510568835
ID_01Y3A6QA_3_4,0.11046078152027827
ID_0203P1HT_1_4,0.008810271442788564
ID_0203P1HT_2_4,0.00933930961435725
ID_0203P1HT_3_4,0.007689230334059216
ID_0204DHTK_1_4,0.028817714112016946
ID_0204DHTK_2_4,0.016139858250143524
ID_0204DHTK_3_4,0.009756587914707016
ID_021JI9DB_1_4,0.014074220165380291
ID_021JI9DB_2_4,0.014663700195830853
ID_021JI9DB_3_4,0.013395296871671736
ID_022IOSUL_2_4,0.35023850862104056
ID_022IOSUL_3_4,0.01738618800002467
ID_024JT34D_1_4,0.03461275403616271
ID_024JT34D_2_4,0.06079531145453754
ID_024JT34D_3_4,0.06843819264985085
ID_025WUQUW_1_4,0.00602441674434262
ID_025WUQUW_2_4,0.0060934808736992085
ID_025WUQUW_3_4,0.005804109177230288
ID_029W4HUH_1_4,0.005376516623561423
ID_029W4HUH_2_4,0.005633160681782212
ID_029W4HUH_3_4,0.005330238271791354
ID_02CRKKUI_1_4,0.008038833219868646
ID_02CRKKUI_2_4,0.007687516335470157
ID_02CRKKUI_3_4,0.007154897150412065
ID_02DIGKYU_1_4,0.014346358571550977
ID_02DIGKYU_2_4,0.015299836462602245
ID_02DIGKYU_3_4,0.016039269696418113
ID_02J7PUQN_1_4,0.005642046797956546
ID_02J7PUQN_2_4,0.00627920095714507
ID_02J7PUQN_3_4,0.006164823778392781
ID_02KD2OXZ_1_4,0.7335919625014871
ID_02KD2OXZ_2_4,0.39942196885152603
ID_02KD2OXZ_3_4,0.2538560243654945
ID_02KMFO7M_2_4,0.569563415730056
ID_02KMFO7M_3_4,0.06357337354028625
ID_02MAXHYG_3_4,0.29954584268585616
ID_02MXJEE0_1_4,0.9663957040455027
ID_02MXJEE0_2_4,0.568756694762639
ID_02MXJEE0_3_4,0.4199843493717006
ID_02RUASIQ_1_4,0.006868046335769207
ID_02RUASIQ_2_4,0.007055572057143578
ID_02RUASIQ_3_4,0.006288085634983953
ID_031E28E7_1_4,0.04003505012304609
ID_031E28E7_2_4,0.04304526564105582
ID_031E28E7_3_4,0.036372173987046064
ID_031V5L11_1_4,0.008837772691769996
ID_031V5L11_2_4,0.0090162255531967
ID_031V5L11_3_4,0.007605800943203622
ID_034BH8MR_1_4,0.028565389892843962
ID_034BH8MR_2_4,0.028613270691614456
ID_034BH8MR_3_4,0.032949550711836584
ID_0363HT6Q_1_4,0.005510409924216364
ID_0363HT6Q_2_4,0.005603014038076504
ID_0363HT6Q_3_4,0.005255017142246077
ID_037JJDSU_1_4,0.006363257601384786
ID_037JJDSU_2_4,0.006687306010141003
ID_037JJDSU_3_4,0.00622908039927994
ID_037WDROU_1_4,0.021479155906404146
ID_037WDROU_2_4,0.02164907487026191
ID_037WDROU_3_4,0.01772481144811222
ID_03915A7E_1_4,0.005605537935089777
ID_03915A7E_2_4,0.005662537714987148
ID_03915A7E_3_4,0.0050646397813245425
ID_039Y7I4X_1_4,0.005856917063386313
ID_039Y7I4X_2_4,0.005725540801270745
ID_039Y7I4X_3_4,0.005359543328087302
ID_03B7AOUB_1_4,0.0060300653375386926
ID_03B7AOUB_2_4,0.007488496623667906
ID_03B7AOUB_3_4,0.006934486121759176
ID_03CLRN7J_1_4,0.012917757669798302
ID_03CLRN7J_2_4,0.013258449004914352
ID_03CLRN7J_3_4,0.012476090791857186
ID_03D1D9UV_3_4,0.35242612742720625
ID_03EHRM3J_1_4,0.013317421716512734
ID_03EHRM3J_2_4,0.015652139358679484
ID_03EHRM3J_3_4,0.012906980644609933
ID_03F4N48T_1_4,0.5096046139661491
ID_03F4N48T_2_4,0.6092736415692539
ID_03F4N48T_3_4,0.2830869905690444
ID_03H6EPXX_1_4,0.03762426320191037
ID_03H6EPXX_2_4,0.0406049056433293
ID_03H6EPXX_3_4,0.04153807029452361
ID_03J4G0OC_1_4,0.009856373523153938
ID_03J4G0OC_2_4,0.010432143266551841
ID_03J4G0OC_3_4,0.009138610802990721
ID_03JDV6NJ_1_4,0.016795463984495274
ID_03JDV6NJ_2_4,0.016483771536195402
ID_03JDV6NJ_3_4,0.019407976982775965
ID_03KKBNY3_1_4,0.06580546524530007
ID_03KKBNY3_2_4,0.06384981599909989
ID_03KKBNY3_3_4,0.04728776444271954
ID_03KYGN3V_1_4,0.006187511250676736
ID_03KYGN3V_2_4,0.006763213332537044
ID_03KYGN3V_3_4,0.005819372458198968
ID_03OLR4QO_1_4,0.008345446331215589
ID_03OLR4QO_2_4,0.009418969870253369
ID_03OLR4QO_3_4,0.008625965301602645
ID_03OW4VH2_1_4,0.00867968258798002
ID_03OW4VH2_2_4,0.009288453329740709
ID_03OW4VH2_3_4,0.00816608718943368
ID_03P46QX1_1_4,0.0073179867165176216
ID_03P46QX1_2_4,0.007477430542607522
ID_03P46QX1_3_4,0.006983294313685384
ID_03SPWUPU_1_4,0.12178570416960854
ID_03SPWUPU_2_4,0.10536507540605156
ID_03SPWUPU_3_4,0.07453185475181745
ID_03SV8OXE_1_4,0.04290664579665293
ID_03SV8OXE_2_4,0.041453189343557906
ID_03SV8OXE_3_4,0.037192741991983747
ID_03YS599M_2_4,0.47258727553612634
ID_03YS599M_3_4,0.020302819811523376
ID_03YUENZK_1_4,0.01123918204450014
ID_03YUENZK_2_4,0.011345696967347885
ID_03YUENZK_3_4,0.008742075032132313
ID_03YUKNXL_1_4,0.005795148956399765
ID_03YUKNXL_2_4,0.006152693603583614
ID_03YUKNXL_3_4,0.0055650503646315075
ID_03YUUDYK_1_4,0.020149693250484324
ID_03YUUDYK_2_4,0.01115299200633424
ID_03YUUDYK_3_4,0.008018391563245575
ID_03ZGCMDD_1_4,0.007569997684538254
ID_03ZGCMDD_2_4,0.007760333254201335
ID_03ZGCMDD_3_4,0.007402342510496318
ID_041DBBEH_2_4,0.4533213308293117
ID_041DBBEH_3_4,0.02069041034705421
ID_047C73AC_1_4,0.005472079848616973
ID_047C73AC_2_4,0.0056576031451192055
ID_047C73AC_3_4,0.0053210218409986965
ID_04B53UAC_1_4,0.013724144760240531
ID_04B53UAC_2_4,0.013435379086324972
ID_04B53UAC_3_4,0.009911929942471698
ID_04E7T7KX_1_4,0.048037252118684926
ID_04E7T7KX_2_4,0.04323298603722969
ID_04E7T7KX_3_4,0.033090047715610194
ID_04JBUMXM_1_4,0.12514075655540102
ID_04JBUMXM_2_4,0.12352208880539928
ID_04JBUMXM_3_4,0.07720053138573824
ID_04K37V77_1_4,0.007686407971947529
ID_04K37V77_2_4,0.007812660321394826
ID_04K37V77_3_4,0.006878091323645141
ID_04L4YEE4_2_4,0.4111751781204471
ID_04L4YEE4_3_4,0.021174191135774345
ID_04UY8GLO_1_4,0.010023880971517296
ID_04UY8GLO_2_4,0.010519002982653514
ID_04UY8GLO_3_4,0.010415128846157362
ID_04V34Q2G_1_4,0.005066793646294476
ID_04V34Q2G_2_4,0.0053313795834624145
ID_04V34Q2G_3_4,0.005195698372393531
ID_04VGQIR1_1_4,0.02376155368512778
ID_04VGQIR1_2_4,0.02821667506140102
ID_04VGQIR1_3_4,0.024765818819701746
ID_04XMPZYE_2_4,0.35296964519308005
ID_04XMPZYE_3_4,0.022757220053643
ID_04XYL2WT_1_4,0.008483489811676792
ID_04XYL2WT_2_4,0.008048054853274311
ID_04XYL2WT_3_4,0.0072421830522163555
ID_053QMCXM_2_4,0.4962523198525839
ID_053QMCXM_3_4,0.02047206922773659
ID_0567OU8U_1_4,0.0074897534020434975
ID_0567OU8U_2_4,0.007656787760421668
ID_0567OU8U_3_4,0.007304910546727772
ID_0591TUDL_1_4,0.013645950117797456
ID_0591TUDL_2_4,0.012726999568855257
ID_0591TUDL_3_4,0.01250511848070901
ID_05B8RJ48_1_4,0.01830907427823536
ID_05B8RJ48_2_4,0.021394250542548288
ID_05B8RJ48_3_4,0.023245417659483958
ID_05BA8BHV_1_4,0.005553135517301744
ID_05BA8BHV_2_4,0.005452990649460698
ID_05BA8BHV_3_4,0.005062377701566256
ID_05BDI0IZ_1_4,0.33048071176283256
ID_05BDI0IZ_2_4,0.01773320238678333
ID_05BDI0IZ_3_4,0.00955746770878052
ID_05D56XE3_1_4,0.4338195721892434
ID_05D56XE3_2_4,0.1551255087814496
ID_05D56XE3_3_4,0.12716751945466054
ID_05KDBHRX_1_4,0.008345427956563678
ID_05KDBHRX_2_4,0.008791320629883526
ID_05KDBHRX_3_4,0.0080372009258447
ID_05M1IPJ5_1_4,0.011561335206570544
ID_05M1IPJ5_2_4,0.013598792172486718
ID_05M1IPJ5_3_4,0.01147963453697054
ID_05OMWFYC_1_4,0.033003410384417675
ID_05OMWFYC_2_4,0.03079692055934924
ID_05OMWFYC_3_4,0.026849893655632284
ID_05P9UFW2_1_4,0.005561720807948367
ID_05P9UFW2_2_4,0.0058335994122596935
ID_05P9UFW2_3_4,0.005448437757510249
ID_05PUY7LS_1_4,0.05957045970295827
ID_05PUY7LS_2_4,0.055725489988777244
ID_05PUY7LS_3_4,0.0471635127135388
ID_05RMUY3D_1_4,0.025559884000138533
ID_05RMUY3D_2_4,0.013100574735751547
ID_05RMUY3D_3_4,0.00722164552990312
ID_05SG6788_1_4,0.32186962067682623
ID_05SG6788_2_4,0.04581130476076678
ID_05SG6788_3_4,0.019635164369258606
ID_05WK4RW9_1_4,0.006471924900839809
ID_05WK4RW9_2_4,0.006496616287787194
ID_05WK4RW9_3_4,0.005859496076657145
ID_05YVGPDY_1_4,0.03651100754548897
ID_05YVGPDY_2_4,0.04104350290844372
ID_05YVGPDY_3_4,0.034584327913389834
ID_05Z6S5G4_1_4,0.017347933242537028
ID_05Z6S5G4_2_4,0.019883428123124602
ID_05Z6S5G4_3_4,0.01793662714757327
ID_0603E04K_1_4,0.0073179867165176216
ID_0603E04K_2_4,0.007477430542607522
ID_0603E04K_3_4,0.006983294313685384
ID_060H5BJD_1_4,0.005472079848616973
ID_060H5BJD_2_4,0.0056576031451192055
ID_060H5BJD_3_4,0.0053210218409986965
ID_060TVLKO_1_4,0.12975401827248445
ID_060TVLKO_2_4,0.09641469790558621
ID_060TVLKO_3_4,0.11999099598218188
ID_0634PQZB_1_4,0.0048366471088089336
ID_0634PQZB_2_4,0.005032373880891283
ID_0634PQZB_3_4,0.004642162844281206
ID_0642594L_1_4,0.00570379753816963
ID_0642594L_2_4,0.006197993633975329
ID_0642594L_3_4,0.005672083982459997
ID_065U03DU_1_4,0.0280741024836344
ID_065U03DU_2_4,0.01722544488958233
ID_065U03DU_3_4,0.01135621968139644
ID_0678LCF8_1_4,0.011879630701675858
ID_0678LCF8_2_4,0.01252067281451974
ID_0678LCF8_3_4,0.012371218224290104
ID_068CTA26_1_4,0.008365905240584004
ID_068CTA26_2_4,0.007994197070548381
ID_068CTA26_3_4,0.007512148349850811
ID_068Q61E6_1_4,0.00537166059250449
ID_068Q61E6_2_4,0.005222403219566241
ID_068Q61E6_3_4,0.004813511379337498
ID_069YY2JA_1_4,0.08464484783396464
ID_069YY2JA_2_4,0.062495607151998867
ID_069YY2JA_3_4,0.04138322333182254
ID_06DQ7MEH_1_4,0.028993117783338684
ID_06DQ7MEH_2_4,0.02892983054867193
ID_06DQ7MEH_3_4,0.027707820852258203
ID_06GN98GR_1_4,0.007636828652424654
ID_06GN98GR_2_4,0.00843334214626179
ID_06GN98GR_3_4,0.007897052538893501
ID_06IUWPFB_1_4,0.022447253068746176
ID_06IUWPFB_2_4,0.027977095481099612
ID_06IUWPFB_3_4,0.02390021407390419
ID_06JS253V_1_4,0.005185367672693064
ID_06JS253V_2_4,0.005854091060888966
ID_06JS253V_3_4,0.004444014213669578
ID_06K2T6MJ_1_4,0.00490096601098422
ID_06K2T6MJ_2_4,0.005011938934652793
ID_06K2T6MJ_3_4,0.004646955151911936
ID_06KG2KSU_1_4,0.005076360446494732
ID_06KG2KSU_2_4,0.0051119143754545515
ID_06KG2KSU_3_4,0.004824632586188926
ID_06M5GB5D_1_4,0.019560424504561302
ID_06M5GB5D_2_4,0.018976047217024616
ID_06M5GB5D_3_4,0.020563050836741592
ID_06MO98QA_1_4,0.03059015551953881
ID_06MO98QA_2_4,0.03187719503059405
ID_06MO98QA_3_4,0.022747311084548416
ID_06NP5V69_1_4,0.04106020706214575
ID_06NP5V69_2_4,0.044532716893040836
ID_06NP5V69_3_4,0.038329893510160695
ID_06NW46S9_1_4,0.00572167783814026
ID_06NW46S9_2_4,0.005920303101535462
ID_06NW46S9_3_4,0.005610467173803868
ID_06OMQFM9_1_4,0.006730904638630464
ID_06OMQFM9_2_4,0.0068230525472514625
ID_06OMQFM9_3_4,0.0064950337574524175
ID_06P35APQ_1_4,0.016340259022861403
ID_06P35APQ_2_4,0.015351239515916104
ID_06P35APQ_3_4,0.01259648860591589
ID_06PE0GNV_1_4,0.030871783097453753
ID_06PE0GNV_2_4,0.024102510275804567
ID_06PE0GNV_3_4,0.019746660548868755
ID_06W5J9Z2_1_4,0.07556189640084154
ID_06W5J9Z2_2_4,0.07706577701832151
ID_06W5J9Z2_3_4,0.0626380282444885
ID_06W5O58L_1_4,0.5839110245429354
ID_06W5O58L_2_4,0.030507027657326713
ID_06W5O58L_3_4,0.015616641958981159
ID_06WCS256_1_4,0.010714950117562072
ID_06WCS256_2_4,0.010942801669984403
ID_06WCS256_3_4,0.009774996409895986
ID_06XK8CCL_1_4,0.005385843534656987
ID_06XK8CCL_2_4,0.005664391609934594
ID_06XK8CCL_3_4,0.005196739567717934
ID_06XZDUBC_1_4,0.009098843896989006
ID_06XZDUBC_2_4,0.00878713779291862
ID_06XZDUBC_3_4,0.007897033509644658
ID_073DRYXZ_1_4,0.8698713612747763
ID_073DRYXZ_2_4,0.46737465857903904
ID_073DRYXZ_3_4,0.32006134267161546
ID_07GXI95G_1_4,0.013570167681627443
ID_07GXI95G_2_4,0.014446449572194209
ID_07GXI95G_3_4,0.015113061354370738
ID_07J0VLAA_1_4,0.009589710039158206
ID_07J0VLAA_2_4,0.009962070882245322
ID_07J0VLAA_3_4,0.009150992925179402
ID_07K73N1T_1_4,0.19277871480529973
ID_07K73N1T_2_4,0.15793628357272116
ID_07K73N1T_3_4,0.11643446665077117
ID_07LF1V9G_1_4,0.005237195463024702
ID_07LF1V9G_2_4,0.005055364518444905
ID_07LF1V9G_3_4,0.004668004081114674
ID_07MPZS3B_1_4,0.007722026976552221
ID_07MPZS3B_2_4,0.007755394083453493
ID_07MPZS3B_3_4,0.006926535611389784
ID_07SNGCRA_1_4,0.14847735248671046
ID_07SNGCRA_2_4,0.12927498208333366
ID_07SNGCRA_3_4,0.09492904693972226
ID_07TAM23Y_1_4,0.01997592829380246
ID_07TAM23Y_2_4,0.020624810660988757
ID_07TAM23Y_3_4,0.01743202524015408
ID_07Z81SBO_1_4,0.0073179867165176216
ID_07Z81SBO_2_4,0.007477430542607522
ID_07Z81SBO_3_4,0.006983294313685384
ID_08034OVM_1_4,0.010406348348020678
ID_08034OVM_2_4,0.011086977882642124
ID_08034OVM_3_4,0.009548760672602019
ID_08057AXR_1_4,0.032625805749014414
ID_08057AXR_2_4,0.03519896388075816
ID_08057AXR_3_4,0.02868185725158967
ID_080FOMKH_1_4,0.005250920722749797
ID_080FOMKH_2_4,0.005473213070638194
ID_080FOMKH_3_4,0.004932337829342215
ID_081IRQ05_1_4,0.3399843490136397
ID_081IRQ05_2_4,0.3682782889343714
ID_081IRQ05_3_4,0.1329719874514732
ID_082IV3I9_1_4,0.08722958097814448
ID_082IV3I9_2_4,0.07164358676442717
ID_082IV3I9_3_4,0.04930883549745291
ID_0830NEBT_1_4,0.0420005075270391
ID_0830NEBT_2_4,0.0492355632664262
ID_0830NEBT_3_4,0.0399107422563757
ID_084I6G1J_3_4,0.35242612742720625
ID_085PVRKY_1_4,0.0047682059992677495
ID_085PVRKY_2_4,0.005126013959552922
ID_085PVRKY_3_4,0.004932948874012633
ID_089OU3AF_1_4,0.038276436366438515
ID_089OU3AF_2_4,0.02959906814732116
ID_089OU3AF_3_4,0.020953068881384818
ID_08A6J8NN_2_4,0.31487533658977696
ID_08A6J8NN_3_4,0.018730880430276153
ID_08AKMNOY_1_4,0.023040346310624793
ID_08AKMNOY_2_4,0.02180518674276266
ID_08AKMNOY_3_4,0.0180446945250059
ID_08GJWKLV_1_4,0.07021776804387647
ID_08GJWKLV_2_4,0.047023524554694496
ID_08GJWKLV_3_4,0.0321998901272178
ID_08KFG78Q_1_4,0.011280249266278353
ID_08KFG78Q_2_4,0.011103569646808031
ID_08KFG78Q_3_4,0.013043329193037412
ID_08VGVNPN_1_4,0.029637753165166147
ID_08VGVNPN_2_4,0.0313828177848684
ID_08VGVNPN_3_4,0.028800646127915552
ID_093UA6Q9_1_4,0.5702873637410848
ID_093UA6Q9_2_4,0.3160763304717835
ID_093UA6Q9_3_4,0.20244456246943976
ID_09455XCI_1_4,0.01124744769602315
ID_09455XCI_2_4,0.011530237227435625
ID_09455XCI_3_4,0.012322548801830369
ID_09492RKW_1_4,0.3319904308689441
ID_09492RKW_2_4,0.4846566859414927
ID_09492RKW_3_4,0.26152905496710754
ID_095ETRHA_1_4,0.006271748979766012
ID_095ETRHA_2_4,0.005793701157458919
ID_095ETRHA_3_4,0.00529293577490586
ID_098X9N5S_1_4,0.013623096399331791
ID_098X9N5S_2_4,0.01461132324745762
ID_098X9N5S_3_4,0.013489944842317914
ID_09AGEK9E_1_4,0.035759990429164445
ID_09AGEK9E_2_4,0.03886988046327855
ID_09AGEK9E_3_4,0.031740537758285337
ID_09DNTFWA_1_4,0.029209953466900362
ID_09DNTFWA_2_4,0.021124688366877198
ID_09DNTFWA_3_4,0.016032193850898713
ID_09DS4DCO_1_4,0.004886923455031167
ID_09DS4DCO_2_4,0.004754597571394292
ID_09DS4DCO_3_4,0.004598464760752208
ID_09HUZAAN_1_4,0.053035924005296664
ID_09HUZAAN_2_4,0.04891062789804235
ID_09HUZAAN_3_4,0.045126528860065296
ID_09JBX572_1_4,0.005237195463024702
ID_09JBX572_2_4,0.005055364518444905
ID_09JBX572_3_4,0.004668004081114674
ID_09NKVU23_1_4,0.03413995861520425
ID_09NKVU23_2_4,0.03879176194405454
ID_09NKVU23_3_4,0.03440058498577947
ID_09QM1X4E_1_4,0.4217486175041343
ID_09QM1X4E_2_4,0.2655545855488104
ID_09QM1X4E_3_4,0.16392900661836585
ID_09QTHFNJ_1_4,0.03869425057127418
ID_09QTHFNJ_2_4,0.038796823767327515
ID_09QTHFNJ_3_4,0.03280602618684059
ID_09TNBEM2_1_4,0.010443708102405802
ID_09TNBEM2_2_4,0.010857032158454127
ID_09TNBEM2_3_4,0.009487640413641807
ID_09U8268P_1_4,0.012162773451008468
ID_09U8268P_2_4,0.01126381949552202
ID_09U8268P_3_4,0.009495227648406157
ID_09X83MU4_1_4,0.2596307218961438
ID_09X83MU4_2_4,0.15736904169092658
ID_09X83MU4_3_4,0.12434233104642134
ID_09XCGVSU_1_4,0.005666936633547781
ID_09XCGVSU_2_4,0.005847627829018265
ID_09XCGVSU_3_4,0.005321724566734298
ID_09XUR8T1_1_4,0.016725751241145392
ID_09XUR8T1_2_4,0.01801536389737346
ID_09XUR8T1_3_4,0.015217787554138273
ID_0A14YA50_1_4,0.006868046335769207
ID_0A14YA50_2_4,0.007055572057143578
ID_0A14YA50_3_4,0.006288085634983953
ID_0A3HZT6G_1_4,0.010030798579573785
ID_0A3HZT6G_2_4,0.013521948868791767
ID_0A3HZT6G_3_4,0.012419625739139684
ID_0A4L48VO_1_4,0.012024805096486624
ID_0A4L48VO_2_4,0.014511691911614832
ID_0A4L48VO_3_4,0.01142219087371621
ID_0A71LOL0_1_4,0.010267359883549987
ID_0A71LOL0_2_4,0.010078962286664495
ID_0A71LOL0_3_4,0.008885619543421819
ID_0A7BVCR5_1_4,0.4476918248025621
ID_0A7BVCR5_2_4,0.36558842778296285
ID_0A7BVCR5_3_4,0.23384147628935636
ID_0AF05VAL_1_4,0.008814665037827907
ID_0AF05VAL_2_4,0.009472579952095828
ID_0AF05VAL_3_4,0.00833846317761422
ID_0AFQ8QUU_1_4,0.00660486998374199
ID_0AFQ8QUU_2_4,0.0069135959557463655
ID_0AFQ8QUU_3_4,0.006366293108333698
ID_0AITY2RN_1_4,0.011178418388889444
ID_0AITY2RN_2_4,0.03905889069459989
ID_0AITY2RN_3_4,0.04567472146785856
ID_0AIU3GAD_1_4,0.006463125336828912
ID_0AIU3GAD_2_4,0.00754747082559315
ID_0AIU3GAD_3_4,0.00653332792527872
ID_0AJJBAJ1_2_4,0.30362679354864897
ID_0AJJBAJ1_3_4,0.018610331010508352
ID_0AK8ZSQY_1_4,0.037533741496315054
ID_0AK8ZSQY_2_4,0.034648897636793574
ID_0AK8ZSQY_3_4,0.030334621165282183
ID_0AKVNFTG_1_4,0.011724299385618253
ID_0AKVNFTG_2_4,0.012998453217737072
ID_0AKVNFTG_3_4,0.011195605119802776
ID_0ANAGW6W_1_4,0.005148974601882461
ID_0ANAGW6W_2_4,0.005247708767954218
ID_0ANAGW6W_3_4,0.004967729009782373
ID_0AOD0QJD_1_4,0.17138678314004452
ID_0AOD0QJD_2_4,0.13005115324382122
ID_0AOD0QJD_3_4,0.09034339223018506
ID_0AQKMANJ_1_4,0.009076300513643831
ID_0AQKMANJ_2_4,0.008218544893329405
ID_0AQKMANJ_3_4,0.008123227039666947
ID_0AS0ONZN_1_4,0.6353626554494367
ID_0AS0ONZN_2_4,0.4637903047107178
ID_0AS0ONZN_3_4,0.3439414189184159
ID_0AW397ZL_1_4,0.007928157694856663
ID_0AW397ZL_2_4,0.00847695291902495
ID_0AW397ZL_3_4,0.007238612340967787
ID_0AX9NYPN_1_4,0.011359891919345388
ID_0AX9NYPN_2_4,0.009146990737624039
ID_0AX9NYPN_3_4,0.007695197698432077
ID_0AXBAAKK_1_4,0.02281275905001967
ID_0AXBAAKK_2_4,0.024758107814222052
ID_0AXBAAKK_3_4,0.022585038030193516
ID_0AYB817B_1_4,0.03300552162385417
ID_0AYB817B_2_4,0.03511040548930766
ID_0AYB817B_3_4,0.025253291232955166
ID_0B488VAB_1_4,0.030459356404920146
ID_0B488VAB_2_4,0.03202393430774508
ID_0B488VAB_3_4,0.029860407311106063
ID_0B4ET7JX_1_4,0.005330643719419714
